,City,Country,Lat,Lng,Time,Max Temp,Humidity,Cloudiness,Wind Speed
53,Castro,BR,-24.79,-50.01,1586625845,71.26,42,63,3.18
54,Hasaki,JP,35.73,140.83,1586626032,48.2,87,75,6.93
55,Loreto,MX,22.27,-101.97,1586626032,80.22,8,52,23.35
56,Ilula,TZ,-7.68,36.04,1586626032,69.8,68,20,11.41
57,Pacific Grove,US,36.62,-121.92,1586625989,57.2,76,90,5.12
58,Port-Cartier,CA,50.03,-66.87,1586626032,39.2,44,75,18.34
59,Manaure,CO,11.78,-72.44,1586625853,86.0,70,20,13.87
60,Mossamedes,AO,-15.2,12.15,1586625536,77.36,67,4,6.02
61,Mokhotlong,LS,-29.29,29.07,1586626033,50.97,34,81,4.16
62,Tuktoyaktuk,CA,69.45,-133.04,1586625754,-7.6,83,75,6.93
63,Blythe,US,33.61,-114.6,1586626033,64.0,72,40,4.7
64,Yulara,AU,-25.24,130.99,1586626033,60.8,23,63,5.82
65,Berlevåg,NO,70.86,29.09,1586626033,25.21,89,95,6.62
66,Chapais,CA,49.78,-74.85,1586626033,30.2,58,90,12.75
67,Bredasdorp,ZA,-34.53,20.04,1586625730,70.0,82,100,3.36
68,Longyearbyen,SJ,78.22,15.64,1586625651,-0.4,64,20,2.24
69,Dingle,PH,11.0,122.67,1586626033,77.4,73,2,5.68
70,Bakchar,RU,57.02,82.07,1586626033,30.83,97,0,5.01
71,Aleppo Governorate,SY,36.25,37.5,1586626033,55.45,62,17,13.13
72,Waddān,LY,29.16,16.14,1586626033,69.33,23,13,15.21
73,Ixtapa,MX,20.7,-105.2,1586626033,79.0,65,40,6.93
74,Snihurivka,UA,47.08,32.81,1586626033,52.0,29,14,6.85
75,Puerto Escondido,MX,15.85,-97.07,1586626034,78.8,74,5,10.29
76,Padang,ID,-0.95,100.35,1586625978,79.81,73,100,4.23
77,Narganá,PA,9.44,-78.59,1586625784,83.25,75,99,14.29
78,Sistranda,NO,63.73,8.83,1586626034,45.0,65,75,8.05
79,Coquimbo,CL,-29.95,-71.34,1586626034,64.4,63,100,10.29
80,Makakilo City,US,21.35,-158.09,1586626034,75.2,88,20,4.7
81,Parry Sound,CA,45.35,-80.03,1586626034,39.0,81,62,5.01
82,Hermanus,ZA,-34.42,19.23,1586625681,70.0,78,100,5.99
83,Bambous Virieux,MU,-20.34,57.76,1586625861,77.0,73,75,13.87
84,Carnarvon,AU,-24.87,113.63,1586625827,77.0,100,40,14.99
85,Suksun,RU,57.14,57.39,1586626034,37.2,75,95,8.68
86,Saint-Philippe,RE,-21.36,55.77,1586625956,77.0,69,57,8.05
87,Clyde River,CA,70.47,-68.59,1586625682,6.8,84,75,12.75
88,Klaksvík,FO,62.23,-6.59,1586626034,46.4,87,100,10.29
89,Cherskiy,RU,68.75,161.3,1586625776,11.71,96,100,11.54
90,Bonwapitse,BW,-23.08,26.7,1586626034,70.61,27,28,3.83
91,Takoradze,GH,4.88,-1.76,1586625878,82.33,82,100,6.64
92,Rosario,AR,-32.95,-60.64,1586626035,81.0,33,0,12.75
93,Liepāja,LV,56.54,21.04,1586626035,42.8,81,50,8.05
94,Nome,US,64.5,-165.41,1586625856,21.2,92,40,8.05
95,Dosso,NE,13.05,3.19,1586626035,94.46,14,67,9.08
96,Hokitika,NZ,-42.72,170.97,1586626035,55.36,78,100,9.22
97,Te Anau,NZ,-45.42,167.72,1586625711,52.38,69,91,4.18
98,Khatanga,RU,71.97,102.5,1586625806,0.52,92,64,10.36
99,São João da Barra,BR,-21.64,-41.05,1586626035,78.8,69,75,9.17
100,La Palma,US,33.85,-118.05,1586626035,64.99,67,75,3.36
101,Severo-Kuril'sk,RU,50.68,156.12,1586625747,26.91,94,57,10.94
102,Gubbio,IT,43.35,12.57,1586626035,75.99,19,0,6.93
103,Constitución,CL,-35.33,-72.42,1586625800,62.85,60,100,12.77
104,Tezu,IN,27.92,96.17,1586626035,72.77,30,0,3.78
105,Saint Anthony,US,45.02,-93.22,1586626035,57.0,27,1,6.93
106,Idritsa,RU,56.33,28.9,1586626035,36.95,71,68,5.17
107,Provideniya,RU,64.38,-173.3,1586625744,27.14,97,99,3.29
108,Saldanha,ZA,-33.01,17.94,1586625778,68.0,77,85,5.82
109,Lufilufi,WS,-13.87,-171.6,1586626036,78.8,88,75,5.82
110,Rønne,DK,55.1,14.71,1586626036,44.6,87,100,8.05
111,Zhangaözen,KZ,43.3,52.8,1586626036,49.71,46,47,10.83
112,Caibarién,CU,22.52,-79.47,1586626036,93.2,44,20,5.82
113,San Andrés,CO,12.58,-81.7,1586626036,87.8,70,75,14.99
114,Husavik,IS,66.04,-17.34,1586626036,37.4,93,75,18.34
115,East London,ZA,-33.02,27.91,1586625948,74.05,74,100,12.88
116,Aklavik,CA,68.22,-135.01,1586625603,5.0,84,20,4.7
117,Wajir,KE,1.75,40.06,1586626036,90.61,40,55,14.29
118,Catabola,AO,-12.15,17.28,1586626036,63.68,60,94,1.81
119,Laguna,US,38.42,-121.42,1586626036,60.01,87,90,6.93
120,Warrnambool,AU,-38.38,142.48,1586626036,53.01,80,62,15.3
121,Lorengau,PG,-2.02,147.27,1586625822,81.72,75,55,2.77
122,Huilong,CN,31.81,121.66,1586626036,53.01,41,72,17.34
123,Lethem,GY,3.38,-59.8,1586626037,91.87,41,85,10.63
124,Geraldton,AU,-28.77,114.6,1586625731,73.0,94,29,6.46
125,Tiksi,RU,71.69,128.87,1586625794,17.51,94,28,17.43
126,Kagoro,NG,9.6,8.38,1586626037,79.88,21,100,3.22
127,Tupanciretã,BR,-29.08,-53.84,1586626037,71.6,41,0,7.83
128,Vao,NC,-22.67,167.48,1586626037,75.76,76,13,13.82
129,Wiang Sa,TH,8.64,99.37,1586626037,75.94,80,39,2.04
130,Bonfim,BR,3.08,-59.95,1586625942,90.54,44,95,4.97
131,Kaitangata,NZ,-46.28,169.85,1586626037,50.0,94,87,1.99
132,Sept-Îles,CA,50.2,-66.38,1586625843,39.2,44,75,18.34
133,Wadi Maliz,TN,36.47,8.55,1586626037,71.6,53,40,6.93
134,Nanortalik,GL,60.14,-45.24,1586625668,39.31,69,95,27.51
135,Nogliki,RU,51.83,143.17,1586626037,28.53,94,66,13.53
136,Sorab,IN,14.38,75.1,1586626037,74.93,73,32,5.19
137,Puerto Ayora,EC,-0.74,-90.35,1586625698,84.99,74,75,8.05
138,Avarua,CK,-21.21,-159.78,1586625508,78.8,100,65,2.24
139,Bengkulu,ID,-3.8,102.27,1586625905,79.27,79,37,2.73
140,Antalaha,MG,-14.9,50.28,1586626038,77.85,81,4,11.12
141,Dudinka,RU,69.41,86.18,1586626038,32.0,98,75,35.79
142,Nemuro,JP,43.32,145.57,1586626038,30.49,91,36,9.89
143,Kapit,MY,2.02,112.93,1586626038,73.6,94,84,0.49
144,Chokurdakh,RU,70.63,147.92,1586625819,27.16,97,100,14.36
145,Sainte-Marie,RE,-20.9,55.55,1586626038,77.0,73,64,16.11
146,Rūdbār,AF,30.15,62.6,1586626038,85.59,21,82,8.61
147,Zeya,RU,53.75,127.27,1586626038,33.85,81,5,5.21
148,Yerbogachën,RU,61.28,108.01,1586626038,26.55,94,15,6.78
149,Atuona,PF,-9.8,-139.03,1586625768,82.27,72,97,7.99
150,Hobart,AU,-42.88,147.33,1586625713,51.8,62,90,16.11
151,Aljezur,PT,37.32,-8.8,1586626038,64.0,87,10,14.07
152,Okha,RU,53.57,142.95,1586626038,28.85,96,82,12.95
153,Lavrentiya,RU,65.58,-171.0,1586625667,27.84,98,99,10.51
154,Ponta do Sol,PT,32.67,-17.1,1586625928,64.4,68,75,8.05
155,Aquiraz,BR,-3.9,-38.39,1586626039,87.8,66,40,12.75
156,Ribas do Rio Pardo,BR,-20.44,-53.76,1586626039,82.62,53,20,1.9
157,Fort Nelson,CA,58.81,-122.7,1586626039,24.8,58,75,3.36
158,Bethel,US,41.37,-73.41,1586625704,52.0,36,75,14.99
159,St. George's,GD,12.06,-61.75,1586626039,86.0,62,20,20.8
160,Sal Rei,CV,16.18,-22.92,1586626039,80.6,61,37,18.34
161,Rome,US,43.21,-75.46,1586625964,44.01,64,90,13.87
162,Lima,PE,-12.04,-77.03,1586625758,75.2,73,90,5.82
163,Iqaluit,CA,63.75,-68.51,1586626039,23.0,79,90,2.51
164,Tasiilaq,GL,65.61,-37.64,1586625685,32.0,90,40,16.11
165,Erdaojiang,CN,41.78,126.03,1586626039,36.34,67,2,5.03
166,Batemans Bay,AU,-35.72,150.18,1586626039,39.0,87,9,9.4
167,Lata,PT,40.16,-8.33,1586626039,62.01,77,75,11.41
168,Afuá,BR,-0.16,-50.39,1586626040,81.52,88,77,6.64
169,Port Alfred,ZA,-33.59,26.89,1586625729,68.0,93,100,1.01
170,George Town,MY,5.41,100.34,1586625705,86.0,79,20,2.24
171,Katsuura,JP,35.13,140.3,1586626040,50.0,93,75,2.24
172,Tawang Town,IN,27.58,91.87,1586626040,40.24,30,68,1.88
173,Narsaq,GL,60.92,-46.05,1586625696,53.6,23,75,19.46
174,Alice Springs,AU,-23.7,133.88,1586625849,57.2,22,44,6.93
175,Koslan,RU,63.46,48.9,1586626040,22.8,92,94,1.61
176,Barrow,US,71.29,-156.79,1586625684,-14.8,83,75,11.41
177,Karratha,AU,-20.74,116.85,1586625927,81.86,57,0,9.73
178,Talcahuano,CL,-36.72,-73.12,1586626040,66.2,59,36,11.41
179,Yima,CN,34.74,111.88,1586626040,53.01,99,0,6.69
180,Piopio,NZ,-38.47,175.02,1586626040,46.0,97,8,1.01
181,Meulaboh,ID,4.14,96.13,1586626040,80.82,79,40,2.1
182,Chenzhou,CN,25.8,113.03,1586626040,49.32,82,97,5.75
183,Río Gallegos,AR,-51.62,-69.22,1586625792,53.6,60,75,27.51
184,Ati,TD,13.22,18.34,1586626040,93.15,11,79,13.29
185,Harper,LR,4.38,-7.72,1586626040,83.3,74,87,4.88
186,Shumskiy,RU,54.83,99.13,1586626041,29.59,86,82,1.88
187,Mar del Plata,AR,-38.0,-57.56,1586625838,73.0,60,40,14.99
188,Coahuayana Viejo,MX,18.73,-103.68,1586625874,87.8,31,40,6.64
189,San Patricio,MX,19.22,-104.7,1586625868,86.0,74,40,11.41
190,Effium,NG,6.63,8.06,1586626041,86.0,74,20,4.7
191,Harlingen,US,26.19,-97.7,1586626041,84.2,83,40,13.87
192,Mahébourg,MU,-20.41,57.7,1586625753,77.0,73,75,13.87
193,Biak,ID,-0.91,122.88,1586626041,80.24,73,3,8.23
194,Portland,US,45.52,-122.68,1586625743,53.01,66,75,1.5
195,Adrar,MR,20.5,-10.07,1586625742,96.03,9,0,6.55
196,Bantry,IE,51.68,-9.45,1586626041,62.6,71,15,10.29
197,Belmonte,BR,-15.86,-38.88,1586626041,82.4,78,40,9.17
198,Bac Lieu,VN,9.29,105.72,1586626041,80.33,76,27,7.49
199,Madingou,CG,-4.15,13.55,1586626041,78.24,82,89,3.18
200,Cabo San Lucas,MX,22.89,-109.91,1586625963,75.99,48,40,18.34
201,Pangai,TO,-19.8,-174.35,1586626042,76.96,63,25,6.13
202,Cape Town,ZA,-33.93,18.42,1586625691,66.0,93,20,14.99
203,Shimoda,JP,34.67,138.95,1586625814,52.0,86,100,3.51
204,Mehamn,NO,71.04,27.85,1586626042,22.8,89,92,1.7
205,Tsimmerbude,RU,54.67,20.13,1586626042,44.6,59,70,4.47
206,Vaini,TO,-21.2,-175.2,1586625535,64.4,100,20,3.36
207,Thompson,CA,55.74,-97.86,1586626003,24.8,68,90,6.93
208,Asău,RO,46.43,26.4,1586626042,59.0,26,80,5.82
209,Praia da Vitória,PT,38.73,-27.07,1586626042,64.4,72,20,11.77
210,Butaritari,KI,3.07,172.79,1586625724,83.77,76,78,12.77
211,Ribeira Grande,PT,38.52,-28.7,1586625762,64.4,77,20,4.7
212,Broken Hill,AU,-31.95,141.43,1586625829,50.0,61,0,8.05
213,San Carlos,VE,9.66,-68.58,1586625719,98.15,29,80,5.86
214,Ancud,CL,-41.87,-73.82,1586625797,55.4,50,15,6.93
215,Kavaratti,IN,10.57,72.64,1586625546,85.01,68,1,4.03
216,Metlaltoyuca,MX,20.73,-97.85,1586626042,86.0,74,75,4.7
217,Acarí,PE,-15.43,-74.62,1586626043,80.92,51,40,10.18
218,Sukumo,JP,32.93,132.73,1586626043,53.17,71,100,4.94
219,Kojori,GE,41.66,44.7,1586626043,48.2,61,17,34.45
220,Whitianga,NZ,-36.83,175.7,1586626043,55.0,89,5,4.99
221,Uray,RU,60.12,64.78,1586626043,35.35,86,83,5.55
222,Burgas,BG,42.51,27.47,1586625839,50.0,81,57,10.29
223,Saint Paul Harbor,US,57.79,-152.41,1586626043,39.2,80,90,17.22
224,Ylivieska,FI,64.08,24.55,1586626043,34.0,50,15,1.99
225,Wanning,CN,18.8,110.4,1586626043,75.07,89,46,3.71
226,Saint George,US,37.1,-113.58,1586625834,60.01,58,1,4.88
227,Pontes e Lacerda,BR,-15.23,-59.34,1586626043,85.98,56,19,2.95
228,Martapura,ID,-3.42,114.85,1586626043,77.0,100,90,2.24
229,Stann Creek Town,BZ,16.97,-88.23,1586626043,90.0,74,75,11.41
230,Fortuna,US,40.6,-124.16,1586626043,55.0,87,90,10.85
231,Ibiá,BR,-19.48,-46.54,1586626043,82.4,48,11,4.7
232,Kysyl-Syr,RU,63.9,122.76,1586626044,31.42,96,98,8.95
233,Inírida,CO,3.87,-67.92,1586626044,88.88,59,85,4.07
234,Isangel,VU,-19.55,169.27,1586625680,77.29,61,37,8.61
235,Clarence Town,AU,-32.58,151.78,1586626044,57.99,47,0,11.41
236,Ahipara,NZ,-35.17,173.17,1586625851,62.2,80,43,11.18
237,Cidreira,BR,-30.18,-50.21,1586625789,71.42,56,18,7.56
238,Torbay,CA,47.67,-52.73,1586626044,46.4,52,75,25.28
239,Santa María del Oro,MX,25.93,-105.37,1586626044,79.0,9,46,28.05
240,Touros,BR,-5.2,-35.46,1586625709,87.8,66,20,13.87
241,Kitimat,CA,54.05,-128.65,1586626044,39.2,38,5,13.87
242,Kahului,US,20.89,-156.47,1586625773,73.0,83,20,5.82
243,Chui,UY,-33.7,-53.46,1586625858,70.47,55,24,6.38
244,Aojiang,CN,22.94,116.04,1586626044,65.75,75,93,11.54
245,Pevek,RU,69.7,170.31,1586625917,5.49,93,98,14.0
246,Along,IN,28.17,94.77,1586626044,66.76,47,34,3.87
247,Altamont,US,42.21,-121.74,1586626044,55.99,62,1,4.7
248,Nioro,GM,13.35,-15.75,1586626044,98.49,17,0,11.43
249,Port Macquarie,AU,-31.43,152.92,1586626044,61.0,38,0,11.41
250,Itoman,JP,26.12,127.67,1586626044,69.8,88,75,13.87
251,Yar-Sale,RU,66.83,70.83,1586625890,19.8,95,70,11.48
252,Barcelos,PT,41.54,-8.62,1586626045,64.0,87,90,12.75
253,Nouakchott,MR,18.09,-15.98,1586626045,91.4,33,21,16.11
254,Carndonagh,IE,55.25,-7.27,1586626045,49.69,78,51,14.56
255,Doda,IN,33.13,75.57,1586626045,61.65,32,8,4.34
256,Tutóia,BR,-2.76,-42.27,1586626045,91.4,66,40,14.99
257,Margate,GB,51.38,1.39,1586626045,70.0,67,23,9.17
258,Chernyshevskiy,RU,63.01,112.47,1586626045,25.83,95,61,8.41
259,Masuguru,TZ,-11.37,38.42,1586626045,73.18,90,28,4.12
260,Kaniama,CD,-7.57,24.18,1586626045,71.35,71,84,3.67
261,Guerrero Negro,MX,27.98,-114.06,1586625974,65.91,50,67,12.44
262,Gabú,GW,12.28,-14.22,1586626045,102.78,16,24,6.02
263,Zionsville,US,39.95,-86.26,1586625983,61.0,42,1,13.87
264,Norman Wells,CA,65.28,-126.83,1586625722,23.0,85,75,6.93
265,Sidi Ali,DZ,36.1,0.42,1586626046,61.65,65,80,11.01
266,Salinas,US,36.68,-121.66,1586626019,57.99,81,90,3.36
267,Labuhan,ID,-6.88,112.21,1586625842,78.33,82,89,2.53
268,Kano,NG,12.0,8.52,1586626046,98.6,16,98,14.99
269,Ngerengere,TZ,-6.75,38.12,1586626046,75.2,88,75,4.97
270,Upernavik,GL,72.79,-56.15,1586625937,21.72,90,100,1.41
271,Imperial,US,33.03,-115.42,1586626046,61.0,72,90,3.36
272,Talnakh,RU,69.49,88.4,1586625720,32.0,97,75,40.26
273,Tygda,RU,53.12,126.33,1586626046,36.34,79,1,5.7
274,Manzhouli,CN,49.6,117.43,1586625918,43.83,35,0,6.11
275,Ndélé,CF,8.41,20.65,1586626046,81.23,56,97,7.11
276,Riyadh,SA,24.69,46.72,1586626023,82.4,28,75,11.41
277,Sovetskiy,RU,61.36,63.58,1586625854,37.33,89,100,7.05
278,Zhigansk,RU,66.77,123.37,1586625920,28.96,98,100,12.15
279,Weihe,CN,33.0,105.32,1586626046,45.21,33,23,1.14
280,Elizabeth City,US,36.29,-76.25,1586626045,60.01,30,1,11.41
281,Caririaçu,BR,-7.04,-39.28,1586626047,81.54,59,35,5.23
282,Cherepovets,RU,59.13,37.9,1586626047,31.66,86,60,3.27
283,San Quintín,MX,30.48,-115.95,1586625935,61.88,64,32,13.71
284,Galesong,ID,-5.32,119.37,1586626047,77.0,100,20,4.7
285,Tura,IN,25.52,90.22,1586626047,74.68,37,17,3.18
286,Camacha,PT,33.08,-16.33,1586626047,64.4,72,40,13.87
287,Lázaro Cárdenas,MX,17.96,-102.2,1586626047,85.68,53,11,8.34
288,Kastamonu Province,TR,41.5,33.67,1586626047,38.23,57,21,3.6
289,Esperance,AU,-33.87,121.9,1586625925,68.0,68,81,17.22
290,Berdigestyakh,RU,62.1,126.7,1586626047,27.23,97,95,4.76
291,Port Hedland,AU,-20.32,118.57,1586625583,75.2,83,0,8.05
292,Olafsvik,IS,64.89,-23.71,1586626047,37.87,77,37,30.65
293,Port Elizabeth,ZA,-33.92,25.57,1586625863,62.6,72,100,3.36
294,Boiro,ES,42.65,-8.9,1586626047,61.0,82,75,5.82
295,Korem,ET,12.51,39.52,1586626047,60.78,39,65,4.56
296,Liberty,US,31.83,-81.5,1586626047,73.99,28,20,6.93
297,Chara,RU,56.91,118.26,1586626047,33.8,60,98,1.72
298,Khandyga,RU,62.67,135.6,1586626048,25.34,97,80,4.72
299,Puerto Gaitán,CO,4.31,-72.08,1586626048,89.6,53,87,3.44
300,Saurimo,AO,-9.66,20.39,1586626048,80.6,61,40,2.57
301,Tolbazy,RU,54.02,55.88,1586626048,44.6,56,90,8.95
302,Luocheng,CN,29.38,104.03,1586626048,56.89,60,71,1.9
303,Dikson,RU,73.51,80.55,1586625870,13.53,92,100,5.86
304,Tawao,MY,4.25,117.89,1586626048,77.0,100,20,2.24
305,Curup,ID,-3.47,102.53,1586626048,69.98,77,78,2.13
306,Nuuk,GL,64.18,-51.72,1586626048,39.2,69,99,4.7
307,Escárcega,MX,18.61,-90.75,1586626048,103.78,16,8,8.16
308,Mindelo,CV,16.89,-24.98,1586626048,80.6,61,75,24.16
309,Guane,CU,22.2,-84.09,1586626048,90.12,43,0,8.55
310,Mukhen,RU,48.1,136.1,1586626048,31.78,77,26,2.82
311,Marrakesh,MA,31.63,-8.01,1586625787,75.2,47,75,5.82
312,Inhambane,MZ,-23.86,35.38,1586625784,74.25,77,100,6.35
313,Roald,NO,62.58,6.13,1586626049,45.0,93,100,5.82
314,Necochea,AR,-38.55,-58.74,1586625998,79.0,53,6,11.01
315,Örnsköldsvik,SE,63.29,18.72,1586626049,37.4,59,85,11.41
316,Kavieng,PG,-2.57,150.8,1586625869,82.92,74,97,4.68
317,Brae,GB,60.4,-1.35,1586625861,48.2,81,97,21.92
318,Tazovsky,RU,67.47,78.7,1586625818,35.82,99,100,17.49
319,Pringsewu,ID,-5.36,104.97,1586626049,75.15,84,10,1.45
320,Morristown,US,36.21,-83.29,1586626049,63.0,28,1,2.84
321,Lira,UG,2.23,32.91,1586626049,75.36,44,93,1.28
322,Namatanai,PG,-3.67,152.43,1586625908,81.73,75,84,4.18
323,Mananara,MG,-16.17,49.77,1586626049,77.0,82,14,9.82
324,Bathsheba,BB,13.22,-59.52,1586626049,87.8,55,40,14.99
325,Chipinge,ZW,-20.19,32.62,1586626049,61.2,66,18,4.09
326,Heihe,CN,50.24,127.49,1586626049,39.2,38,2,2.24
327,Campechuela,CU,20.23,-77.28,1586626049,93.94,39,13,3.62
328,Camocim,BR,-2.9,-40.84,1586626049,83.21,84,97,6.31
329,Emerald,AU,-23.53,148.17,1586626049,69.8,46,43,8.05
330,Saint-François,FR,46.42,3.91,1586626049,75.2,23,10,3.36
331,Tateyama,JP,34.98,139.87,1586625830,51.01,93,75,2.24
332,Half Moon Bay,US,37.46,-122.43,1586626050,57.0,87,90,4.7
333,Flin Flon,CA,54.77,-101.86,1586626050,19.4,52,40,19.46
334,Santa Maria,BR,-29.68,-53.81,1586625771,75.58,41,2,5.68
335,Limbang,MY,4.75,115.0,1586626050,80.6,94,75,1.12
336,Bassano,CA,50.78,-112.47,1586626050,27.0,54,99,8.99
337,Tevaitoa,PF,-16.78,-151.5,1586626050,83.8,72,100,9.31
338,Port Augusta,AU,-32.5,137.77,1586626050,57.2,67,54,9.17
339,Hong Kong,HK,22.29,114.16,1586626043,68.0,88,40,16.11
340,Yenagoa,NG,4.92,6.26,1586626050,76.57,74,93,4.92
341,La Ronge,CA,55.1,-105.28,1586626050,15.8,61,75,17.22
342,Lakes Entrance,AU,-37.88,147.98,1586626050,53.01,66,80,1.99
343,Dillon,US,34.42,-79.37,1586626051,66.0,31,1,3.36
344,Chinsali,ZM,-10.54,32.08,1586626051,64.2,68,70,5.7
345,Port Blair,IN,11.67,92.75,1586626051,82.76,71,67,6.69
346,Nishihara,JP,26.18,127.76,1586626051,69.8,88,90,6.93
347,Kuching,MY,1.55,110.33,1586626051,78.01,100,40,2.24
348,Emet,TR,39.34,29.26,1586626051,47.68,44,1,5.48
349,Ostrovnoy,RU,68.05,39.51,1586626051,16.47,94,73,11.01
350,Locri,IT,38.24,16.26,1586626051,66.2,32,86,13.87
351,San Lorenzo,PY,-25.33,-57.53,1586626051,82.4,30,0,5.82
352,Olavarría,AR,-36.89,-60.32,1586626051,71.01,53,14,5.01
353,São Félix do Xingu,BR,-6.64,-51.99,1586626051,82.83,75,86,4.76
354,Nantucket,US,41.28,-70.1,1586625849,51.8,42,1,23.04
355,Shar,KZ,49.59,81.05,1586626051,35.46,69,19,4.07
356,Samarai,PG,-10.62,150.67,1586625784,78.13,71,84,3.33
357,Beijing,CN,39.91,116.4,1586625818,60.01,21,0,4.47
358,Hamilton,US,39.18,-84.53,1586625925,60.01,30,90,8.05
359,Swedru,GH,5.54,-0.7,1586626052,87.8,66,20,13.87
360,Orán,AR,-23.13,-64.33,1586626052,82.0,53,1,5.26
361,Vila Franca do Campo,PT,37.72,-25.43,1586625995,62.6,63,20,18.34
362,Fujin,CN,47.26,132.03,1586626052,38.35,69,37,6.76
363,Ulety,RU,51.36,112.48,1586626052,42.01,42,0,3.09
364,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,1586625785,28.4,79,75,6.29
365,Naze,JP,28.37,129.48,1586626052,66.2,88,75,13.87
366,Kotma,IN,23.2,81.97,1586626052,78.89,20,5,1.28
367,Ugoofaaru,MV,5.67,73.0,1586625709,85.32,68,11,5.48
368,Patu,BR,-6.11,-37.64,1586626052,90.86,44,38,6.31
369,Mount Isa,AU,-20.73,139.5,1586626028,71.6,18,25,10.29
370,Srednekolymsk,RU,67.45,153.68,1586625787,14.95,95,1,9.57
371,Uíge,AO,-7.61,15.06,1586626052,69.8,94,90,11.41
372,Arrondissement de Toul,FR,48.67,5.92,1586626053,75.2,27,15,3.36
373,Thanh Hoa,VN,19.8,105.77,1586626053,75.16,93,82,3.69
374,Bad Schwalbach,DE,50.13,8.07,1586626053,72.0,28,1,3.36
